刚刚打电话想注销账户，拨通了问客服每个月扣款的二十元是年费还是欠款，客服回答是开卡的开通积分兑换服务，可是我登录App根本没有查询到有这个服务按键，而且我的积分根本没有使用。相当于七百块钱买了六万积分而且这六万积分连最低的星巴克也无法兑换，根本无用处，客服也想帮助我退费，但是这上面说我自己授权认可，关键是我本人根本不知道有这回事，我还以为是产生的年卡费用。请给我一个合理的解释和退款。,1
12月10日和11日无顾从我邮政银行卡里扣款2000元,2
本人申请了50000元，到上期已经还清本金，然而还需要在还两万多，本人不认同，跟客服协商不成，造成逾期一天了，然后打电话客服不给处理，不允许提前结清，可以承担两年内的利息，之外的利息本人不承担,2
本人农巧兰，手机号码187********，通过期待合伙人平台申请了海尔消费金融的几笔贷款，12月2日一笔海尔消费金融贷款还款金额1160.10元，海尔消费金融从我2张不同的工商银行卡分别扣款2笔974.87元、17日又扣款1476.95元，目前期待合伙人平台APP无法打开，通过期待合伙人申请的海尔消费金融贷款现在想提前还款又不知道怎么处理，注册海尔消费金融的APP里面又不显示贷款，征信报告显示是海尔消费金融发放的贷款，让我们这些客户走投无路，现在诉求：提前结清海尔消费金融所有贷款、并且提供结清证明，不与黑心无良海尔贷款平台有任何关系,2
莫名其妙扣款，小蒲无忧 玩转积分1号 玩转全球3 借款人意外险 这些都啥也不知道是什么东西，自己每个月就扣钱而且从来没有短信或是其它提醒的就扣了，不查不知道一查吓一跳，一共扣了两年了。要求退款不然就走法律途径太可恶了,2
一直正常使用，未曾逾期，但2020年1月份信用卡额度突然由50000元降低成了7000元，打电话给客服不给恢复！,0
"受疫情影响，家里情况发生变化，现在欠平台钱，暂时没有还上，一直和催收说不是不还，暂时困难，可以等有了一次性给付，或者把账单做个二次分期，协商无果，催收经常发信息恐吓，还说我信息虚假，我所写资料真实有效，催收污蔑恐吓我，昨天给我的紧急联系人也发了信息，欠款属于我个人隐私，要求招联给个说法！
第一个图片是催收发给我的，第二个图片一样内容是发给我紧急联系人的",1
本人入职保险公司人事岗位说是入职要缴纳500保证金说是存到卡里的+到不干了就可以退回+当时没想这么多+想着反正是存到卡里的+谁知道入职后就被扣除了+现在离职了也说现在不能退+说要等半年,2
2020年6月办理分期还款后就出现了这个，在我不知道的情况下下扣出了我14个月的一健召唤服务，我也不知道是服务，感觉不合理，找客服说的是我办理分期免费试用一个月，后来就一直扣费，既然是免费用一个月，到了一个月为什么不取消，或者给我通个电话问我需要吗，这些我都不知道，这样扣费，我感觉不合理，希望贵平台帮忙解决。,2
刚刚查了征信发现招联金融上传了我一条假的借款账户明细，使我借贷记录显示有未结清账户，希望招联金融的工作人员能尽快处理。,0
本人于11.4日看到真功夫有30-10活动，于5号活动结束前于指定门店消费30，却没有剪10元。这不是完全欺诈消费者来消费吗？,1
我是丁心华，做了一笔贷款135***，现在还了141***，本金已经还够，其中隐瞒捆绑保险费用每个月1728元，现在要求终止合同，给我开结清证明，可以付银行正常合规利息，多次协商，没有给个满意答复，望贵平台给我主持公道，要求阳光财险保险有限公司给我退每个人隐瞒捆绑保险费用，终止合同，给我开结清证明，联系电话：183********等待贵平台好消息,2
在百度有钱花上借款二笔，出资方是由无锡锡商银行提供。之前几期均已按时还款。因2022年疫情严重影响，致使本人身体健康受到影响，以及经济处于困难中，导致之后账单逾期。逾期后多次主动与百度有钱花与无锡锡商银行协商，并上传相关资料等。电话与上传的相关资料中，本人已详细说明多个平台逾期导致经济困难以及无力偿还账单一事等原因，并多次请求协商还款处理，将账务慢慢还清。。现要求无锡锡商银行停止罚息，分期还款。,0
"浦发银行信用卡未经本人同意就开通了自动分期，导致我每月多支出利息九百多元。已经过了很久了才发现！
本来信用卡是用来缓解经济压力的，结果还要被银行敲竹杠！我要求退款！",2
在一名自称工作人员的忽悠之下，借了捷信本金25000的贷款，殊不知道利息竟高达16224元不知道什么手续费来的，目前已经还剩最后一期，客服拒绝退回规定的24%超出的利息，不知情的情况下还了三年的利息，在广州疫情严重多次封控连饭都吃不上还要挤钱还捷信，得来的是闭门羹，要求平台协助退回利息,1
银行卡显示只收不付，然后跑了银行，提交了资料给反诈中心反馈回来后一直说在走流程，目前已经差不多一个月了，我全部钱都在里面，打电话过去每次都是叫我等。我现在问别人借的钱又还不了，信用卡又逾期没有钱还，你们银行要处理这么久吗？现在经济这么差，你们又卡住我的钱，分明是推我去死啊，搞到自己信用都没有了,0
"本人由于遭遇家人生病，自己前半年失业的困难，导致海尔消费金融逾期，当前逾期金额，本金608，利息148，合计756元。本人承诺一定会偿还债务，但是当前个人面临困难，请求海尔消费金融给与时间宽限，给与还款延期。
1.海尔消费金融一天多次电话，多条短信轰炸式催收，给本人的工作和生活造成困扰，精神造成极大压力，影响到本人的工作状态；
2.海尔消费金融在能联系到本人的前提下，打电话给紧急联系人，督促本人还款，给本人名誉造成损失，给本人和家人的精神造成极大压力，影响到家人身心健康；
本人希望海尔消费金融停止催收除本人以外任何其他人，并且给与一定时间的延期。

以下附件附有 本人与海尔消费金融催收沟通通话记录及录音记录，亲友与海尔消费金融催收沟通通话记录及录音记录。",1
自称捷信公司的，每天拨打好多次电话，本人有借款协商减免结清无果，每天多次拨打影响正常工作和生活,1
江西正印租赁于今日上午8点左右在我不知情下扣款622元，请求退回,2
众安保险上海拒绝理赔隔离险，要求理赔，理赔,0
本人每月按时还款 但是每个月都能收到违约金+利息的短信  这个月因为25号的还款日到了26日清晨六点想起来赶紧全额还款了，但是还是收到了违约金短信6.1号又收到了循环利息短信，不明白晚换了几个小时这个循环利息怎么算出来的，而且2000多的账单利息居然29多 问客服怎么算出来的，也说不出来，现在我国信用卡明确要求停止收取违约金，我发现工商银行一直在违规扣除我的违约金 +利息 ，现在要求给出退还,2
一共借了3万 用了20个月还了5万  这个实在接受不了 烦请黑猫投诉帮我退回一部分费用什么服务费之类的,2
在抖音平台购买产品，商家购买运费险，已正常退货！运费理赔失败，打电话给保险公司，不处理问题推脱抖音平台！,0
邮政储蓄银行从来没有开通任何 莫名扣了30元短信费用,2
购买了运输大件售后保险，结果破损却不给理赔，按照合同里面的要求申请了退款，都给客户退款成功了，保险公司却拒保，不给予合同里面80%的金额理赔,0
富民银行和合作方唯品会暴力催收，态度恶劣，联系三方家人。,1
本人在民生银行有张信用卡，近期看账单发现很多违法不合规收费，当时还款没注意看，现在才发现这些不合理的费用，现在要求民生银行解释并退还违法部分的金额,2
全民保养老金2020版，已经下架达不到预期收益，申请退费，总缴费23636元，退12816.91元，直接扣费损失10819.09，太恐怖，平明民老百姓的钱这么好挣得吗？特此投诉，希望申请退款,1
中国银行app“我的权益”中，领取的微信立减金150元-88元，现在无法使用。要求将此权益退回中国银行app或关连别的能使用此微信立减金的微信号。,0
我在12月初已经还完招联的小额贷款，现在需要房贷，征信上显示授信额度，无法房贷，银行需要关闭授信额度的证明，招联金融不给开具授信额度关闭证明。,0
不知道为什么？无法提交投诉，所以我只能把过程经历都写在下面第一张图片中。,0
之前一直有意愿给平安银行协商沟通还款事项，可是近段时间平安银行冒充案件中心对我进行骚扰还扰乱我的生活。,1
本人贷款5万变成75000，一共要还138***，严重高利贷行为！暴力催收，恐吓父母,2
建行安鑫270天是一款低风险理财。为什么从买入到现在10几天每天连续亏本金，监管部门在做什么？怎么监管的？,1
双十一期间活动，淘宝，天猫的运费险拒赔。,0
不懂网贷就借了这个 现在算一来  利息就12672.88元  借24个月 希望能够得到合理的处理  哪怕利息6千呢,2
京东安联保险在我未勾选、开通价保险的情况下，私自恶意扣费，从2022年11月截止目前，扣费任在继续。而且其扣费非常隐秘，其保险页面在后台根本没有链接跳转，需单独打开其保险页面才能查询到。一般情况下根本无法察觉。而且每天的扣费无弹窗、无告知。其情况之恶劣令人发指。在联系京东安联保险人工客服后，人工客服告知是我勾选、开通了保险服务后才会进行扣费，我在后台查看后发现我所有商品并未勾选价保险。,2
本人18年在北京租房，住了四个月正常退租，21年7月26日，查询征信，发现有一笔晋商金融消费有限公司的逾期记录 但是本人并没有签订任何贷款合同，现在逾期上了征信，不能贷款，问客服客服说我之前申请了一笔住房贷款，但本人没有在软件申请，而且显示的是已经打到我的银行卡账号，但是我查不到流水，并没有收到这笔钱，但是每个月就会从我卡里扣钱，请帮我处理一下销账和消除征信不良记录，不然直接工商举报。这种手段也是太恶劣了，不贷款你们就非要让人贷款吗。我看有好多人跟我是一样的，希望能重视，帮我们解决。而且说给我转接北京运营中心的负责人 一直联系不上，也打不通。,0
兴业银行不给办个性化分期，而且之前催收人员态度有问题，让我一次性还清减免，要不就分三期减免，我要是可以还用找你们协商还款么？我现在没能力还只能分多期，债务爆发，母亲还有病，还给我媳妇发短信打电话在可以联系到我的情况下给我媳妇打电话发短信打电话，不遵守商业银行管理法，我有录音，我不知道你们说没有个性化分期是代表你自己还是代表银行，,1
"征信上无缘无故出现上海浦东发展银行股份有限公
司发放的23000元其他个人消费贷款信息，而且
显示余额351元。本人根本没有申请过，也没有进
行过任何类似的消费。请给个合理解释并撤销征信信息",0
于8.12号在南方航空申请退款，已成功。说3个工作日内把退款发回原账户，我原账户是中国银行，但算下来今天是第六个工作日了，可退款一直没到账,0
"1.征信报告有一项41247元的借款，在分期乐查询相关订单，并没出现41247的订单，银行卡也是没有相关流水，征信报告一直显示该贷款长期有效！！余额0！！严重影响到了我的生活和工作！！要求该公司撤销征信,只能说很没有道德底线。",2
贷款时候说一分八的利息，现在还下来都三分的利息了，贷了45000，还完竟然还8万多，太可恶了，欺骗消费者,1
购买的账号被找回，提供了所以证据，不予处理,0
本人从来未开通过任何扣款条约，没接到任何扣款通知，为什么要私自扣款，看账单无故多出20账单，请浦发信用卡中心及时给予处理,2
"本人于2019年2月23日在众安保险购买了海信电视的6年延保，价格349元人民币，有购买记录和发票。
2023年9月，电视出现屏幕损坏的问题，于是我在众安保修的微信公众号上提交了报修。然而，众安保修在有购买记录和发票的情况下，长期拖欠顾客报修。在提交申请已经超过一个月的情况下，一直以“帮您加急处理”为借口搪塞顾客，拒绝派专人上门报修。
我要求众安保修立刻派专人上门处理，解决电视问题。",0
2016年，在浦发银行业务人员的低息推广下，本人向浦发银行借了万用金10万元，银行在发放贷款后的第二天便一次性扣除利息2万多元，同时业务人员要求我分期购买了远超市场价值的产品，说是只有买了产品才能获得贷款。综上，本人贷款10万元，但实际到手只有7万多元。本人认为，1.《中华人民共和国合同法》明确规定借款利息不得预先在本金中扣除，虽浦发银行账面放款10万元，但第二天便一次性扣除，其行为存在变相砍头息。2.业务人员宣传低息，但并没有详细计算一次性扣除部分，本人实际到手7万元，后面陆续还款加上一次性扣除部分，实际还款12万元，造成实际费率远远高于宣传承诺，侵害本人知情权。3.2021年3月14，本人与浦发银行沟通，银行答应进行部分补偿1000多元，本人没有同意。故，请求平台支持，要求浦发银行按照实际放款额计算利息并返还多收取的部分。共计人民币38622元。请相关部门给予帮助。,1
天天机器人电话过来骚，在我不知情的时候冻结我银行卡微信支付宝,1
由于疫情期间没收入，马上金融时常发短信恐吓我。暴露我的通讯录，暴力催收，严重给我亲朋友好和我个人造成严重生活,1
我从未向在河南中原消费金融股份有限公司借款，为何征信显示有两次像他们借款，请给我合理解释,0
希望可以在多给些时间，谢谢你们，我会感激你们的,0
因为要提前结清万用金，连续打了一个多月电话，人工客服一直打不通。,0
学生一位，刚刚突然手机都有泰康e顺的保险，自己也没有在任何地方投保过，盗窃个人信息，要求撤销和道歉,0
