写着循环额度，又不能借，一次没逾期，这让我怎么办，资金一下周转不来了,5
尊敬的客户，您的飞铁保黄金版（互联网）已领取成功，保单号为：CH000***********，全国客服热线：95522。祝您出行安康，泰康全心守护【泰康人寿】,1
由于中邮消费邮你贷逾期4天，今天中午已经处理完，在同样的情况下循环贷逾期一天，已还清一部分，剩下的706.18元已经好声好气协商最快今晚12点之前全部还清，但是对方致电来的人员态度强硬语气恶劣激动，丝毫不给喘息机会，我要进行投诉并希望能够得到一个处理方式答复,0
"本人于2018.6.26通过捷信客服电话办理了借款，金额是：51000当时客服通过电话方式与我沟通，大概意思是每个月大概是等额本息还款，昨天我刚刚算了一下整整多出了差不多一倍的本金。当时客服人员并未告知我有那么高的费用。要求捷信金融公司退还我多余的利息，并出具结清证明。
从2018.7.26开始还款，每月还款1918.9共需要还款54期，现在已还33期，还有21期，总共已还33×1918.9=63323.7扣除本金63323.7-51000=12323.7多还了12323.7的利息。现在如提前还款还要还27183.5元，63323.7 27183.5=90507.2那连本金和利息就是90507.2元。现在利息算下来已经完全超出国家规定的还款利率，现在要求捷信公司退还之前还款的多余利息，并将剩下的本金按国家规定的利率偿还给本人",5
本人以前从来没有看信用卡详细账单的习惯，因为觉得官方的计算总不能出差错？浦发也是自己办理并正式使用的第一张信用卡，每次还款从来都是主动查看下总额然后马上还，基本没有超过3天（账单出来3天内）。用了差不多五年之后的今天2022年12月16号，想看下明天17号出的账单会是多少钱需要还款，这次点开详单看了下，看到11月21号四条显示很奇怪的扣费，分别是免还款20-免盗刷8-玩转全球20-小浦无忧健康20，我都不知道这个是啥业务扣款？然后点账单看了下，发现每年每个月21号都扣了这四项费用每月合计68元！！！浦发信用卡app目前只能查询近2年的，我的卡是2018年4月寄送给我开通使用的，按照这四项费用抬头显示什么免费2月体验，推算下来整整私自扣了我4.5年共计3672元的费用！！！简直的莫名其妙、骇人听闻！想钱想疯了吗？赚钱也不能这样昧良心吧？请浦发信用卡中心告诉我？你们为什么要这么做？如果你觉得是我自己主动开的（我压根一点点一丝丝印象都没有！！！）请你们把这些莫名服务开通的时间、地点、字面签署信息、电话录音信息、什么人给我办理的（准确说什么人给我私自暗自开通的！）全部给我整理出来，来证明一下你们所谓的合情合理合规？否则我会通过一切投诉渠道投诉到底，通过一切媒体关系渠道曝光到底！反馈投诉到你们的一切上级监管部门或诉之法律。太气愤了，有你们这么欺骗你们客户，欺骗老实的老百姓的吗？！4.5年每个月截图太多，我只截图浦发信用卡app查询2年的每个月12月截图作为附件。,3
湖北消费金融私自扣款，非常厌恶，不说原因，不通知，犯罪,3
因业务员夸大销售理财保险，购买保险上当受骗，投诉到泰康保险官方客服人员，将近一个月了没有处理结果，保险公司不全额退保，只给一部分补偿。严重侵犯了我们投保人的权利与义务。,5
从未有过授权，却被无故扣款，要求银行退款。,3
泰康人寿在我不知道情况下私自投保乐康2018，生效日期2020-3-7，要求删除个人信息，取消保单,5
我的诉求是取消罚息，利息减免，不能收违约金。我现在是出现了特殊情况，目前已无力偿还全部欠款，但我保证欠的本金一定全部会还完，需要一定时间，请求每月还一部分本金。,4
